nid,iso3,year_start,t_type,sdg,flag_for_review,notes,concatenated,t_type_var,sewage_var,re_extraction_needed,proposed_change,sdg_logged_2019_12_19
59275,IND_4865,2010,"open defecation (field, brush, jungle etc.)",open,,,,,,,,open
59275,IND_4865,2010,open pit /pit latrine without slab,latrine_unimp,,,,,,,,latrine_unimp
59275,IND_4865,2010,pit latrine with slab,latrine_imp,,,,,,,,latrine_imp
59275,IND_4865,2010,pit latrine(without flush/ pour flush): vip pit latrine,latrine_imp,,,,,,,,latrine_imp
59275,IND_4865,2010,service latrine,latrine_cw,1,,,,,,latrine_cw,latrine_unimp
59275,IND_4868,2010,community toilet,flush_cw,,,,,,,,flush_cw
59275,IND_4868,2010,flush/pour flush latrine connected to piped sewer system,flush_imp_sewer,,,,,,,,flush_imp_sewer
59275,IND_4868,2010,flush/pour flush latrine connected to pit latrine,latrine_imp,,,,,,,,latrine_imp
59275,IND_4868,2010,flush/pour flush latrine connected to septic tank,flush_imp_septic,,,,,,,,flush_imp_septic
59275,IND_4868,2010,flush/pour flush latrine connected to somewhere else,flush_unimp,,,,,,,,flush_unimp
59275,IND_4868,2010,"open defecation (field, brush, jungle etc.)",open,,,,,,,,open
59275,IND_4868,2010,open pit /pit latrine without slab,latrine_unimp,,,,,,,,latrine_unimp
59275,IND_4868,2010,pit latrine with slab,latrine_imp,,,,,,,,latrine_imp
59275,IND_4868,2010,pit latrine(without flush/ pour flush): vip pit latrine,latrine_imp,,,,,,,,latrine_imp
59275,IND_4868,2010,service latrine,latrine_cw,1,,,,,,latrine_cw,latrine_unimp
59275,IND_4873,2010,community toilet,flush_cw,,,,,,,,flush_cw
59275,IND_4873,2010,flush/pour flush latrine connected to piped sewer system,flush_imp_sewer,,,,,,,,flush_imp_sewer
59275,IND_4873,2010,flush/pour flush latrine connected to pit latrine,latrine_imp,,,,,,,,latrine_imp
59275,IND_4873,2010,flush/pour flush latrine connected to septic tank,flush_imp_septic,,,,,,,,flush_imp_septic
59275,IND_4873,2010,flush/pour flush latrine connected to somewhere else,flush_unimp,,,,,,,,flush_unimp
59275,IND_4873,2010,"open defecation (field, brush, jungle etc.)",open,,,,,,,,open
59275,IND_4873,2010,open pit /pit latrine without slab,latrine_unimp,,,,,,,,latrine_unimp
59275,IND_4873,2010,pit latrine with slab,latrine_imp,,,,,,,,latrine_imp
59275,IND_4873,2010,pit latrine(without flush/ pour flush): vip pit latrine,latrine_imp,,,,,,,,latrine_imp
59275,IND_4873,2010,service latrine,latrine_cw,1,,,,,,latrine_cw,latrine_unimp
59275,IND_4874,2010,basic pit,latrine_cw,,,,,,,,latrine_cw
59275,IND_4874,2010,community toilet,flush_cw,,,,,,,,flush_cw
59275,IND_4874,2010,flush to sewage,flush_imp_sewer,,,,,,,,flush_imp_sewer
59275,IND_4874,2010,flush/pour flush latrine connected to piped sewer system,flush_imp_sewer,,,,,,,,flush_imp_sewer
59275,IND_4874,2010,flush/pour flush latrine connected to pit latrine,latrine_imp,,,,,,,,latrine_imp
59275,IND_4874,2010,flush/pour flush latrine connected to septic tank,flush_imp_septic,,,,,,,,flush_imp_septic
59275,IND_4874,2010,flush/pour flush latrine connected to somewhere else,flush_unimp,,,,,,,,flush_unimp
59275,IND_4874,2010,open defecation,open,,,,,,,,open
59275,IND_4874,2010,"open defecation (field, brush, jungle etc.)",open,,,,,,,,open
59275,IND_4874,2010,open pit,latrine_unimp,,,,,,,,latrine_unimp
59275,IND_4874,2010,open pit /pit latrine without slab,latrine_unimp,,,,,,,,latrine_unimp
59275,IND_4874,2010,pit latrine with slab,latrine_imp,,,,,,,,latrine_imp
59275,IND_4874,2010,pit latrine(without flush/ pour flush): vip pit latrine,latrine_imp,,,,,,,,latrine_imp
59275,IND_4874,2010,septic tank,septic,,,,,,,,septic
59275,IND_4874,2010,service latrine,latrine_cw,1,,,,,,latrine_cw,latrine_unimp
59275,IND_4874,2010,somewhere else,,,,,,,,,
59275,IND_4874,2010,vip pit latrine,latrine_imp,,,,,,,,latrine_imp
59339,ZMB,2009,11. flush toilet,flush_cw,,,,,,,,flush_cw
59339,ZMB,2009,21. pit toilet/latrine,latrine_cw,,,,,,,,latrine_cw
59339,ZMB,2009,22. ventilated improved pit latrine,latrine_imp,,,,,,,,latrine_imp
59339,ZMB,2009,31. no facility/buah/field,open,,,,,,,,open
59339,ZMB,2009,96. other,,,,,,,,,
60935,CUB,2010,balde,unimp,,,,,,,,unimp
60935,CUB,2010,"inodoro colgante, letrina colgante",unimp,,,,,,,,unimp
60935,CUB,2010,inodoro conectado a otro sistema,flush_unimp,,,,,,,,flush_unimp
60935,CUB,2010,inodoro conectado a sitio desconocido / no está seguro dónde,flush_imp,,,,,,,,flush_imp
60935,CUB,2010,inodoro conectado al alcantarillado,flush_imp_sewer,,,,,,,,flush_imp_sewer
60935,CUB,2010,inodoro conectado al tanque séptico,flush_imp_septic,,,,,,,,flush_imp_septic
60935,CUB,2010,inodoro de compostaje,imp,,,,,,,,imp
60935,CUB,2010,"letrina (pozo negro, hoyo)",latrine_imp,,,,,,,,latrine_imp
60935,CUB,2010,letrina con plataforma,latrine_imp,,,,,,,,latrine_imp
60935,CUB,2010,letrina mejorada con ventilación,latrine_imp,,,,,,,,latrine_imp
60935,CUB,2010,letrina sin plataforma / foso abierto,latrine_unimp,,,,,,,,latrine_unimp
60935,CUB,2010,"no hay instalación sanitaria, va al monte, campo",open,,,,,,,,open
60935,CUB,2010,otros,,,,,,,,,
60942,PAK,2010,bucket,unimp,,,,,,,,unimp
60942,PAK,2010,composting toilet,imp,,,,,,,,imp
60942,PAK,2010,flush to piped sewer system,flush_imp_sewer,,,,,,,,flush_imp_sewer
60942,PAK,2010,flush to pit (latrine),latrine_imp,,,,,,,,latrine_imp
60942,PAK,2010,flush to septic tank,flush_imp_septic,,,,,,,,flush_imp_septic
60942,PAK,2010,flush to somewhere else,flush_unimp,,,,,,,,flush_unimp
60942,PAK,2010,flush to unknown place / not sure / dk where,flush_imp,,,,,,,,flush_imp
60942,PAK,2010,missing,,,,,,,,,
60942,PAK,2010,"no facility, bush, field",open,,,,,,,,open
60942,PAK,2010,other,,,,,,,,,
60942,PAK,2010,pit latrine with slab,latrine_imp,,,,,,,,latrine_imp
60942,PAK,2010,pit latrine without slab / open pit,latrine_unimp,,,,,,,,latrine_unimp
60942,PAK,2010,public/ communal latrine,latrine_cw,,,,,,,,latrine_cw
60942,PAK,2010,ventilated improved pit latrine (vip),latrine_imp,,,,,,,,latrine_imp
63993,GHA,2011,bucket,unimp,,,,,,,,unimp
63993,GHA,2011,composting toilet,imp,,,,,,,,imp
63993,GHA,2011,"flush , don't know where",flush_imp,,,,,,,,flush_imp
63993,GHA,2011,flush to piped sewer system,flush_imp_sewer,,,,,,,,flush_imp_sewer
63993,GHA,2011,flush to pit (latrine),latrine_imp,,,,,,,,latrine_imp
63993,GHA,2011,flush to septic tank,flush_imp_septic,,,,,,,,flush_imp_septic
63993,GHA,2011,flush to somewhere else,flush_unimp,,,,,,,,flush_unimp
63993,GHA,2011,"hanging toilet, hanging latrine",unimp,,,,,,,,unimp
63993,GHA,2011,mobile toilet,imp,,,,,,,,imp
63993,GHA,2011,"no facility, bush, field",open,,,,,,,,open
63993,GHA,2011,other,,,,,,,,,
63993,GHA,2011,pit latrine with slab,latrine_imp,,,,,,,,latrine_imp
63993,GHA,2011,pit latrine without slab / open pit,latrine_unimp,,,,,,,,latrine_unimp
63993,GHA,2011,ventilated improved pit latrine (vip),latrine_imp,,,,,,,,latrine_imp
65118,HTI,2012,bucket toilet,unimp,,,,,,,,unimp
65118,HTI,2012,composting toilet,imp,,,,,,,,imp
65118,HTI,2012,flush to piped sewer system,flush_imp_sewer,,,,,,,,flush_imp_sewer
65118,HTI,2012,flush to pit latrine,latrine_imp,,,,,,,,latrine_imp
65118,HTI,2012,flush to septic tank,flush_imp_septic,,,,,,,,flush_imp_septic
65118,HTI,2012,flush to somewhere else,flush_unimp,,,,,,,,flush_unimp
65118,HTI,2012,"flush, don't know where",flush_imp,,,,,,,,flush_imp
65118,HTI,2012,hanging toilet/latrine,unimp,,,,,,,,unimp
65118,HTI,2012,mobile chemical toilet,imp,,,,,,,,imp
65118,HTI,2012,no facility/bush/field,open,,,,,,,,open
65118,HTI,2012,other,,,,,,,,,
65118,HTI,2012,pit latrine with slab,latrine_imp,,,,,,,,latrine_imp
65118,HTI,2012,pit latrine without slab/open pit,latrine_unimp,,,,,,,,latrine_unimp
65118,HTI,2012,toilet hanging (on stilts),unimp,,,,,,,,unimp
65118,HTI,2012,ventilated improved pit latrine (vip),latrine_imp,,,,,,,,latrine_imp
65181,IND,2009,no facility/ bush/ field,open,,,,,,,,open
65181,IND,2009,other (specify),,,,,,,,,
65181,IND,2009,own flush toilet,flush_cw,,,,,,,,flush_cw
65181,IND,2009,own pit toilet/latrine,latrine_cw,,,,,,,,latrine_cw
65181,IND,2009,public flush toilet,flush_cw,,,,,,,,flush_cw
65181,IND,2009,public pit toilet/latrine,latrine_cw,,,,,,,,latrine_cw
65181,IND,2009,shared flush toilet,flush_cw,,,,,,,,flush_cw
65181,IND,2009,shared pit toilet/latrine,latrine_cw,,,,,,,,latrine_cw
66763,IND,2007,bucket,unimp,,,,,,,,unimp
66763,IND,2007,composting toilet,imp,,,,,,,,imp
66763,IND,2007,flush/pour to other location,flush_unimp,,,,,,,,flush_unimp
66763,IND,2007,flush/pour to piped sewage system,flush_imp_sewer,,,,,,,,flush_imp_sewer
66763,IND,2007,flush/pour to pit latrine,latrine_imp,,,,,,,,latrine_imp
66763,IND,2007,flush/pour to septic tank,flush_imp_septic,,,,,,,,flush_imp_septic
66763,IND,2007,flush/pour to unknown,flush_imp,,,,,,,,flush_imp
66763,IND,2007,hanging toilet/latrine,unimp,,,,,,,,unimp
66763,IND,2007,"no facilities (bush, field)",open,,,,,,,,open
66763,IND,2007,"other, specify",,,,,,,,,
66763,IND,2007,pit with slab,latrine_imp,,,,,,,,latrine_imp
66763,IND,2007,pit witout slap/open,latrine_unimp,,,,,,,,latrine_unimp
66763,IND,2007,ventilation improved pit latrine,latrine_imp,,,,,,,,latrine_imp
67127,COL_RURAL,2011,inodoro conectado a alcantarillado,flush_imp_sewer,,Disregarding sewage concatenation because it is already included in the t_type variable and was not asked directly after t_type question.,1,EL SERVICIO SANITARIO QUE UTILIZA EL HOGAR ES:,alcantarillado (sewerage? - Y/N),,,flush_imp_sewer
67127,COL_RURAL,2011,inodoro conectado a alcantarillado sí,flush_imp_sewer,,Disregarding sewage concatenation because it is already included in the t_type variable and was not asked directly after t_type question.,1,EL SERVICIO SANITARIO QUE UTILIZA EL HOGAR ES:,alcantarillado (sewerage? - Y/N),,,flush_imp_sewer
67127,COL_RURAL,2011,inodoro conectado a pozo séptico,flush_imp_septic,,Disregarding sewage concatenation because it is already included in the t_type variable and was not asked directly after t_type question.,1,EL SERVICIO SANITARIO QUE UTILIZA EL HOGAR ES:,alcantarillado (sewerage? - Y/N),,,flush_imp_septic
67127,COL_RURAL,2011,inodoro conectado a pozo séptico no,flush_imp_septic,,Disregarding sewage concatenation because it is already included in the t_type variable and was not asked directly after t_type question.,1,EL SERVICIO SANITARIO QUE UTILIZA EL HOGAR ES:,alcantarillado (sewerage? - Y/N),,,flush_imp_septic
67127,COL_RURAL,2011,inodoro conectado a pozo séptico sí,flush_imp_septic,1,Disregarding sewage concatenation because it is already included in the t_type variable and was not asked directly after t_type question.,1,EL SERVICIO SANITARIO QUE UTILIZA EL HOGAR ES:,alcantarillado (sewerage? - Y/N),,flush_imp_septic,flush_imp_sewer
67127,COL_RURAL,2011,inodoro sin conexión,flush_unimp,,Disregarding sewage concatenation because it is already included in the t_type variable and was not asked directly after t_type question.,1,EL SERVICIO SANITARIO QUE UTILIZA EL HOGAR ES:,alcantarillado (sewerage? - Y/N),,,flush_unimp
67127,COL_RURAL,2011,inodoro sin conexión no,flush_unimp,,Disregarding sewage concatenation because it is already included in the t_type variable and was not asked directly after t_type question.,1,EL SERVICIO SANITARIO QUE UTILIZA EL HOGAR ES:,alcantarillado (sewerage? - Y/N),,,flush_unimp
67127,COL_RURAL,2011,inodoro sin conexión sí,flush_unimp,1,Disregarding sewage concatenation because it is already included in the t_type variable and was not asked directly after t_type question.,1,EL SERVICIO SANITARIO QUE UTILIZA EL HOGAR ES:,alcantarillado (sewerage? - Y/N),,flush_unimp,sewer
67127,COL_RURAL,2011,letrina no,latrine_cw,,Disregarding sewage concatenation because it is already included in the t_type variable and was not asked directly after t_type question.,1,EL SERVICIO SANITARIO QUE UTILIZA EL HOGAR ES:,alcantarillado (sewerage? - Y/N),,,latrine_cw
67127,COL_RURAL,2011,no tiene servicio sanitario,open,,Disregarding sewage concatenation because it is already included in the t_type variable and was not asked directly after t_type question.,1,EL SERVICIO SANITARIO QUE UTILIZA EL HOGAR ES:,alcantarillado (sewerage? - Y/N),,,open
67127,COL_RURAL,2011,no tiene servicio sanitario no,open,,Disregarding sewage concatenation because it is already included in the t_type variable and was not asked directly after t_type question.,1,EL SERVICIO SANITARIO QUE UTILIZA EL HOGAR ES:,alcantarillado (sewerage? - Y/N),,,open
67127,COL_RURAL,2011,no tiene servicio sanitario sí,open,1,Disregarding sewage concatenation because it is already included in the t_type variable and was not asked directly after t_type question.,1,EL SERVICIO SANITARIO QUE UTILIZA EL HOGAR ES:,alcantarillado (sewerage? - Y/N),,open,sewer
67127,COL_URBAN,2011,bajamar,open,1,Disregarding sewage concatenation because it is already included in the t_type variable and was not asked directly after t_type question.,1,EL SERVICIO SANITARIO QUE UTILIZA EL HOGAR ES:,alcantarillado (sewerage? - Y/N),,unimp,open
67127,COL_URBAN,2011,bajamar no,open,1,Disregarding sewage concatenation because it is already included in the t_type variable and was not asked directly after t_type question.,1,EL SERVICIO SANITARIO QUE UTILIZA EL HOGAR ES:,alcantarillado (sewerage? - Y/N),,unimp,open
67127,COL_URBAN,2011,inodoro conectado a alcantarillado,flush_imp_sewer,,Disregarding sewage concatenation because it is already included in the t_type variable and was not asked directly after t_type question.,1,EL SERVICIO SANITARIO QUE UTILIZA EL HOGAR ES:,alcantarillado (sewerage? - Y/N),,,flush_imp_sewer
67127,COL_URBAN,2011,inodoro conectado a alcantarillado sí,flush_imp_sewer,,Disregarding sewage concatenation because it is already included in the t_type variable and was not asked directly after t_type question.,1,EL SERVICIO SANITARIO QUE UTILIZA EL HOGAR ES:,alcantarillado (sewerage? - Y/N),,,flush_imp_sewer
67127,COL_URBAN,2011,inodoro conectado a pozo séptico,flush_imp_septic,,Disregarding sewage concatenation because it is already included in the t_type variable and was not asked directly after t_type question.,1,EL SERVICIO SANITARIO QUE UTILIZA EL HOGAR ES:,alcantarillado (sewerage? - Y/N),,,flush_imp_septic
67127,COL_URBAN,2011,inodoro conectado a pozo séptico no,flush_imp_septic,,Disregarding sewage concatenation because it is already included in the t_type variable and was not asked directly after t_type question.,1,EL SERVICIO SANITARIO QUE UTILIZA EL HOGAR ES:,alcantarillado (sewerage? - Y/N),,,flush_imp_septic
67127,COL_URBAN,2011,inodoro conectado a pozo séptico sí,flush_imp_septic,1,Disregarding sewage concatenation because it is already included in the t_type variable and was not asked directly after t_type question.,1,EL SERVICIO SANITARIO QUE UTILIZA EL HOGAR ES:,alcantarillado (sewerage? - Y/N),,flush_imp_septic,flush_imp_sewer
67127,COL_URBAN,2011,inodoro sin conexión,flush_unimp,,Disregarding sewage concatenation because it is already included in the t_type variable and was not asked directly after t_type question.,1,EL SERVICIO SANITARIO QUE UTILIZA EL HOGAR ES:,alcantarillado (sewerage? - Y/N),,,flush_unimp
67127,COL_URBAN,2011,inodoro sin conexión no,flush_unimp,,Disregarding sewage concatenation because it is already included in the t_type variable and was not asked directly after t_type question.,1,EL SERVICIO SANITARIO QUE UTILIZA EL HOGAR ES:,alcantarillado (sewerage? - Y/N),,,flush_unimp
67127,COL_URBAN,2011,inodoro sin conexión sí,flush_unimp,1,Disregarding sewage concatenation because it is already included in the t_type variable and was not asked directly after t_type question.,1,EL SERVICIO SANITARIO QUE UTILIZA EL HOGAR ES:,alcantarillado (sewerage? - Y/N),,flush_unimp,sewer
67127,COL_URBAN,2011,letrina,latrine_cw,,Disregarding sewage concatenation because it is already included in the t_type variable and was not asked directly after t_type question.,1,EL SERVICIO SANITARIO QUE UTILIZA EL HOGAR ES:,alcantarillado (sewerage? - Y/N),,,latrine_cw
67127,COL_URBAN,2011,letrina no,latrine_cw,,Disregarding sewage concatenation because it is already included in the t_type variable and was not asked directly after t_type question.,1,EL SERVICIO SANITARIO QUE UTILIZA EL HOGAR ES:,alcantarillado (sewerage? - Y/N),,,latrine_cw
67127,COL_URBAN,2011,letrina sí,latrine_cw,1,Disregarding sewage concatenation because it is already included in the t_type variable and was not asked directly after t_type question.,1,EL SERVICIO SANITARIO QUE UTILIZA EL HOGAR ES:,alcantarillado (sewerage? - Y/N),,latrine_cw,sewer
67127,COL_URBAN,2011,no tiene servicio sanitario,open,,Disregarding sewage concatenation because it is already included in the t_type variable and was not asked directly after t_type question.,1,EL SERVICIO SANITARIO QUE UTILIZA EL HOGAR ES:,alcantarillado (sewerage? - Y/N),,,open
67127,COL_URBAN,2011,no tiene servicio sanitario no,open,,Disregarding sewage concatenation because it is already included in the t_type variable and was not asked directly after t_type question.,1,EL SERVICIO SANITARIO QUE UTILIZA EL HOGAR ES:,alcantarillado (sewerage? - Y/N),,,open
67127,COL_URBAN,2011,no tiene servicio sanitario sí,open,1,Disregarding sewage concatenation because it is already included in the t_type variable and was not asked directly after t_type question.,1,EL SERVICIO SANITARIO QUE UTILIZA EL HOGAR ES:,alcantarillado (sewerage? - Y/N),,open,sewer
67851,COL,2003,bajamar,open,,,,,,,,open
67851,COL,2003,inodoro conectado a alcantarillado,flush_imp_sewer,,,,,,,,flush_imp_sewer
67851,COL,2003,inodoro conectado a pozo sã©ptico,flush_imp_septic,,,,,,,,flush_imp_septic
67851,COL,2003,inodoro sin conexiã³n,flush_unimp,,,,,,,,flush_unimp
67851,COL,2003,letrina,latrine_cw,,,,,,,,latrine_cw
67851,COL,2003,no tiene servicio sanitario,open,,,,,,,,open
68235,COL,2008,bajamar,open,,,,,,,,open
68235,COL,2008,inodoro conectado a alcantarillado,flush_imp_sewer,,,,,,,,flush_imp_sewer
68235,COL,2008,inodoro conectado a pozo sã©ptico,flush_imp_septic,,,,,,,,flush_imp_septic
68235,COL,2008,inodoro sin conexiã³n,flush_unimp,,,,,,,,flush_unimp
68235,COL,2008,letrina,latrine_cw,,,,,,,,latrine_cw
68235,COL,2008,no tiene servicio sanitario,open,,,,,,,,open
68334,COL,2010,bajamar,open,,,,,,,,open
68334,COL,2010,inodoro conectado a pozo séptico,flush_imp_septic,,,,,,,,flush_imp_septic
68334,COL,2010,inodoro conectado al alcantarillado,flush_imp_sewer,,,,,,,,flush_imp_sewer
68334,COL,2010,inodoro sin conexión,flush_unimp,,,,,,,,flush_unimp
68334,COL,2010,letrina,latrine_cw,,,,,,,,latrine_cw
68334,COL,2010,no tiene servicio sanitario,open,,,,,,,,open
68396,COL,2011,bajamar,open,,,,,,,,open
68396,COL,2011,inodoro conectado a pozo séptico,flush_imp_septic,,,,,,,,flush_imp_septic
68396,COL,2011,inodoro conectado al alcantarillado,flush_imp_sewer,,,,,,,,flush_imp_sewer
68396,COL,2011,inodoro sin conexión,flush_unimp,,,,,,,,flush_unimp
68396,COL,2011,letrina,latrine_cw,,,,,,,,latrine_cw
68396,COL,2011,no tiene servicio sanitario,open,,,,,,,,open
68407,COL,2007,bajamar,open,,,,,,,,open
68407,COL,2007,inodoro conectado a pozo séptico,flush_imp_septic,,,,,,,,flush_imp_septic
68407,COL,2007,inodoro conectado al alcantarillado,flush_imp_sewer,,,,,,,,flush_imp_sewer
68407,COL,2007,inodoro sin conexión,flush_unimp,,,,,,,,flush_unimp
68407,COL,2007,letrina,latrine_cw,,,,,,,,latrine_cw
68407,COL,2007,no tiene servicio sanitario,open,,,,,,,,open
69761,GIN,2012,bucket toilet,unimp,,,,,,,,unimp
69761,GIN,2012,composting toilet,imp,,,,,,,,imp
69761,GIN,2012,flush to piped sewer system,flush_imp_sewer,,,,,,,,flush_imp_sewer
69761,GIN,2012,flush to pit latrine,latrine_imp,,,,,,,,latrine_imp
69761,GIN,2012,flush to septic tank,flush_imp_septic,,,,,,,,flush_imp_septic
69761,GIN,2012,flush to somewhere else,flush_unimp,,,,,,,,flush_unimp
69761,GIN,2012,hanging toilet/latrine,unimp,,,,,,,,unimp
69761,GIN,2012,no facility/bush/field,open,,,,,,,,open
69761,GIN,2012,other,,,,,,,,,
69761,GIN,2012,pit latrine with slab,latrine_imp,,,,,,,,latrine_imp
69761,GIN,2012,pit latrine without slab/open pit,latrine_unimp,,,,,,,,latrine_unimp
69761,GIN,2012,ventilated improved pit latrine (vip),latrine_imp,,,,,,,,latrine_imp
69806,MDG,2011,bucket toilet,unimp,,,,,,,,unimp
69806,MDG,2011,composting toilet,imp,,,,,,,,imp
69806,MDG,2011,flush to piped sewer system,flush_imp_sewer,,,,,,,,flush_imp_sewer
69806,MDG,2011,flush to pit latrine,latrine_imp,,,,,,,,latrine_imp
69806,MDG,2011,flush to septic tank,flush_imp_septic,,,,,,,,flush_imp_septic
69806,MDG,2011,flush to somewhere else,flush_unimp,,,,,,,,flush_unimp
69806,MDG,2011,"flush, don't know where",flush_imp,,,,,,,,flush_imp
69806,MDG,2011,hanging toilet/latrine,unimp,,,,,,,,unimp
69806,MDG,2011,no facility/bush/field,open,,,,,,,,open
69806,MDG,2011,pit latrine with non-washable slab*,latrine_imp,,,,,,,,latrine_imp
69806,MDG,2011,pit latrine with washable slab*,latrine_imp,,,,,,,,latrine_imp
69806,MDG,2011,pit latrine without slab/open pit*,latrine_unimp,,,,,,,,latrine_unimp
69806,MDG,2011,ventilated improved pit latrine (vip),latrine_imp,,,,,,,,latrine_imp
74393,NER,2012,bucket toilet,unimp,,,,,,,,unimp
74393,NER,2012,flush to piped sewer system,flush_imp_sewer,,,,,,,,flush_imp_sewer
74393,NER,2012,flush to septic tank,flush_imp_septic,,,,,,,,flush_imp_septic
74393,NER,2012,no facility/bush/field,open,,,,,,,,open
74393,NER,2012,other,,,,,,,,,
74393,NER,2012,pit latrine with slab,latrine_imp,,,,,,,,latrine_imp
74393,NER,2012,pit latrine without slab/open pit,latrine_unimp,,,,,,,,latrine_unimp
74393,NER,2012,ventilated improved pit latrine (vip),latrine_imp,,,,,,,,latrine_imp
74460,TJK,2012,composting toilet,imp,,,,,,,,imp
74460,TJK,2012,flush to piped sewer system,flush_imp_sewer,,,,,,,,flush_imp_sewer
74460,TJK,2012,flush to pit latrine,latrine_imp,,,,,,,,latrine_imp
74460,TJK,2012,flush to septic tank,flush_imp_septic,,,,,,,,flush_imp_septic
74460,TJK,2012,flush to somewhere else,flush_unimp,,,,,,,,flush_unimp
74460,TJK,2012,"flush, don't know where",flush_imp,,,,,,,,flush_imp
74460,TJK,2012,no facility/bush/field,open,,,,,,,,open
74460,TJK,2012,other,,,,,,,,,
74460,TJK,2012,pit latrine with slab,latrine_imp,,,,,,,,latrine_imp
74460,TJK,2012,pit latrine without slab/open pit,latrine_unimp,,,,,,,,latrine_unimp
74460,TJK,2012,ventilated improved pit latrine (vip),latrine_imp,,,,,,,,latrine_imp
76699,BLZ,2011,bucket,unimp,,,,,,,,unimp
76699,BLZ,2011,flush to piped sewer system,flush_imp_sewer,,,,,,,,flush_imp_sewer
76699,BLZ,2011,flush to pit (latrine),latrine_imp,,,,,,,,latrine_imp
76699,BLZ,2011,flush to septic tank,flush_imp_septic,,,,,,,,flush_imp_septic
76699,BLZ,2011,flush to somewhere else,flush_unimp,,,,,,,,flush_unimp
76699,BLZ,2011,missing,,,,,,,,,
76699,BLZ,2011,"no facility, bush, field",open,,,,,,,,open
76699,BLZ,2011,other,,,,,,,,,
76699,BLZ,2011,pit latrine with slab,latrine_imp,,,,,,,,latrine_imp
76699,BLZ,2011,pit latrine without slab / open pit,latrine_unimp,,,,,,,,latrine_unimp
76699,BLZ,2011,ventilated improved pit latrine (vip),latrine_imp,,,,,,,,latrine_imp
76700,SLE,2010,bucket,unimp,,,,,,,,unimp
76700,SLE,2010,composting toilet,imp,,,,,,,,imp
76700,SLE,2010,flush to piped sewer system,flush_imp_sewer,,,,,,,,flush_imp_sewer
76700,SLE,2010,flush to pit (latrine),latrine_imp,,,,,,,,latrine_imp
76700,SLE,2010,flush to septic tank,flush_imp_septic,,,,,,,,flush_imp_septic
76700,SLE,2010,flush to somewhere else,flush_unimp,,,,,,,,flush_unimp
76700,SLE,2010,"hanging toilet, hanging latrine",unimp,,,,,,,,unimp
76700,SLE,2010,missing,,,,,,,,,
76700,SLE,2010,"no facility, bush, field",open,,,,,,,,open
76700,SLE,2010,other,,,,,,,,,
76700,SLE,2010,pit latrine with slab,latrine_imp,,,,,,,,latrine_imp
76700,SLE,2010,pit latrine without slab / open pit,latrine_unimp,,,,,,,,latrine_unimp
76700,SLE,2010,ventilated improved pit latrine (vip),latrine_imp,,,,,,,,latrine_imp
76701,TCD,2010,autre,,,,,,,,,
76701,TCD,2010,chasse connectée à fosse septique,flush_imp_septic,,,,,,,,flush_imp_septic
76701,TCD,2010,chasse connectée à système d'égouts,flush_imp_sewer,,,,,,,,flush_imp_sewer
76701,TCD,2010,chasse reliée à autre chose,flush_unimp,,,,,,,,flush_unimp
76701,TCD,2010,chasse reliée à des latrines,latrine_imp,,,,,,,,latrine_imp
76701,TCD,2010,chasse reliée à endroit inconnu / pas sûr / nsp où,flush_imp,,,,,,,,flush_imp
76701,TCD,2010,latrines améliorées ventilées (lav),latrine_imp,,,,,,,,latrine_imp
76701,TCD,2010,latrines à fosse avec dalle,latrine_imp,,,,,,,,latrine_imp
76701,TCD,2010,latrines à fosse sans dalle / trou ouvert,latrine_unimp,,,,,,,,latrine_unimp
76701,TCD,2010,manquant,,,,,,,,,
76701,TCD,2010,pas de toilettes ou brousse ou champ,open,,,,,,,,open
76701,TCD,2010,seaux,unimp,,,,,,,,unimp
76701,TCD,2010,toilettes / latrines suspendues,unimp,,,,,,,,unimp
76701,TCD,2010,toilettes à compostage,imp,,,,,,,,imp
76703,NGA,2011,bucket,unimp,,,,,,,,unimp
76703,NGA,2011,composting toilet,imp,,,,,,,,imp
76703,NGA,2011,flush to piped sewer system,flush_imp_sewer,,,,,,,,flush_imp_sewer
76703,NGA,2011,flush to pit (latrine),latrine_imp,,,,,,,,latrine_imp
76703,NGA,2011,flush to septic tank,flush_imp_septic,,,,,,,,flush_imp_septic
76703,NGA,2011,flush to somewhere else,flush_unimp,,,,,,,,flush_unimp
76703,NGA,2011,flush to unknown place / not sure / dk where,flush_imp,,,,,,,,flush_imp
76703,NGA,2011,"hanging toilet, hanging latrine",unimp,,,,,,,,unimp
76703,NGA,2011,missing,,,,,,,,,
76703,NGA,2011,"no facility, bush, field",open,,,,,,,,open
76703,NGA,2011,other,,,,,,,,,
76703,NGA,2011,pit latrine with slab,latrine_imp,,,,,,,,latrine_imp
76703,NGA,2011,pit latrine without slab / open pit,latrine_unimp,,,,,,,,latrine_unimp
76703,NGA,2011,ventilated improved pit latrine (vip),latrine_imp,,,,,,,,latrine_imp
76704,MNG,2010,flush to piped sewer system,flush_imp_sewer,,,,,,,,flush_imp_sewer
76704,MNG,2010,flush to pit latrine,latrine_imp,,,,,,,,latrine_imp
76704,MNG,2010,flush to septic tank,flush_imp_septic,,,,,,,,flush_imp_septic
76704,MNG,2010,missing,,,,,,,,,
76704,MNG,2010,mobile latrine,imp,,,,,,,,imp
76704,MNG,2010,open defecation,open,,,,,,,,open
76704,MNG,2010,other,,,,,,,,,
